comment_id,comment_text,Sub1_Toxic,Sub2_Engaging,Sub3_FactClaiming
94,Wo Arbeiten die Politiker Hart ! Im Bundestag kommen un gehen die wann sie wollen manche schlafen bei Debatten naja bei so harten Büffets und Fresseinlagen kann man auch verstehen . Die müssten alle nach 4 Jahren wieder in Ihre alten Jobs zurück. Ohne Pensionsansprüche,1,0,1
95,"Dank ROT-GRÜN müssen die Menschen heute 45 Jahre Jahre arbeiten und jeden Monat den Durchschnittslohn in Deutschland (3.500 €) verdienen, damit man einen Anspruch auf 1.200 € hat (vor Abzug der Sozialabgaben)....wer hat das (Prof. Sell hat genau dieses in der Sendung Böttinger offen gelegt)? Bei all den Menschen, die in die bedarfsorientierte Grundsicherung fallen, werden alle privaten Vorsorgen angerechnet - wie sieht dieses bei dem Rechenmodell von Herrn Heil aus?",0,1,1
96,"@USER, sorry, da muss ich sie enttäuschen...... Bitte schauen sie sich mal die vielen Folgen ""Der Anstalt"" zu diesem Thema an! Falls sie sich diese Mühe machen möchten, würde ich gern mit ihnen diskutieren....Danke!",0,1,0
97,"@USER so eine dumme Aussage. Würde es keine Putzfrauen geben dann wären Krankenhäuser, Altenheime Bahnhofstoiletten und und und völlig verleimt. Dann würden Menschen wie Sie sich wieder bescheren weil ja nicht geputzt wurde. Vielleicht sollten Sie mal anfangen und Menschen die die scheiße andere wegwischen mit mehr Respekt entgegen treten. Auch sollten Sie Ihrer Frisörin dankbar sein, dass sie Ihnen die Haare macht. Denn ich die Arbeiten im unteren Level der Gehaltsstufe. Also bitte mehr Respekt vor Menschen die sich Tag für Tag krumm legen um halbwegs über die Runden zu kommen ohne vom mit leben zu müssen. Das diesen Menschen dann ein anrechnungsfähige Rente zustehen sollte die nicht unterhalb des Existenzminimum ist sollte jeden vollhonk kalt sein. Aber Sie scheinen ja ziemlich arrogant zu sein und Menschen mit geringen Einkommen nicht ernst zu nehmen. Sie sollten sich schämen.",1,1,0
98,"@USER steht jeden nur die da oben lassen nur noch ihresgleichen aufsteigen und sorgen dafür, dass die unten auch unten bleiben.",1,0,1
99,@USER mit der AFD wird es den Reichen noch besser gehen weil die denen alle Steuern senken wollen und den Mittelstand dafür die Steuern erhöhen. Zudem wollen die keinerlei Unterstützung mehr für Arbeitslose geben.,0,1,0
100,@USER Arsch,1,0,0
101,"Reinigungskräfte haben einen Tariflohn von glaube ich 11,30 oder so. Habe mich erst letztens mit unserer Reinigungskraft unterhalten. Hier geht es aber nicht um die Tätigkeit, sondern darum, wie ungerecht das System ist. Leute die arbeiten und was ansparen fürs Alter wird alles weggenommen, was sie angespart haben, wenn sie in H4 rutschen kurz vor der Rente. Wie asozial ist das denn bitte. Es gibt viele Leute mit Berufsausbildungen, wo man nicht viel mehr verdient.",1,1,1
102,@USER Das ist Quatsch von wegen die Meisten . Nur die größten haben die Möglichkeit das Geld Risikolos ins Ausland zu bringen Den Mittelständisch gelingt das kaum .Und beim Normali wird's gleich abgezogen,0,1,1
103,@USER Ja auf dem Golfplatz,1,0,0
104,@USER Weil das so ist . Das Geld das die sogenannten Reichen zahlen sind nur die Gelder die sie sonst sowieso am Normalen Steuern zahlen müssten. Hier ist kein Neid aber es muss nicht sein das viele der Reichen Ihr von den Arbeiteten Menschen Geld in 3 und mehr Immobilien anlegen und das im Ausland nur um hier keine Steuern zu zahlen. Wenn man das Interview von Rossmann gesehen hat kann Mann nur Kotzen mit welcher Arroganz dieser Typ durch s Leben geht. Da sagen selbst sehr Reiche Menschen in Deutschland das sie sich Schämen,1,0,1
105,@USER Das ist kein Neid . Aber es darf nicht sein das ein Unternehmer oder Vorstandschef 100 mal mehr Verdient als ein Krankenpfleger oder Schlosser oder oder . Das ist kein Neid das ist ne Sauerei . Wenn das so weitergeht wird s so wie 1917 bei den Russen ! Dann holen sich die Normalen Menschen sich das von den Reichen mit Gewalt und dann wird's viele Tote Reiche geben !,1,0,0
106,@USER Wo haben die Verluste ! Bevor die Verluste haben bringen die Ihr Geld ins Ausland . Alles Lügen und Ihr denkt der kleine Mann ist Blöd und glaubt Euch das ! ! Nein Nein,1,0,1
107,@USER Ja die Frau ist die einzige die eine Logische Vorderung stellte . Keiner will eine zwangsenteignung aber eine entsprechende Beteiligung an den Staatsausgaben. Was die sogenanntem Reichen zahlen ist Lachhaft . Haben sie Angst ein wenig Geld fürs Wohl der Allgemeinheit anzugeben . Ich bin nicht Reich und nicht Arm und freue mich wenn ich für andere Menschen denen es nicht so gut geht was gutes tun kann. Ein schönes Gefühl. Das scheint Ihnen zu fehlen,1,0,0
108,Beides ist wichtig.,0,0,0
109,"Die Reichen werden immer reicher und die Armen immer ärmer. Der Mittelstand schrumpft und knapp 1/3 bis die Hälfte der Bevölkerung ist von Altersarmut betroffen. Die Umverteilung des Geldes ist ein Weg, der unumgänglich ist. Es geht nicht darum Leuten den ganzen Reichtum wegzunehmen, sondern lediglich darum Probleme zu lösen und das Geld muss irgendwo herkommen. Die Reichen und Superreichen werden es überleben, dass sie etwas mehr Steuern für das Gemeinwohl zahlen müssen. Hier wird ja bewusst so getan, als wäre das der Weltuntergang. Hier stellen sich viele auf die Seiten der Reichen und Superreichen. Wie kann man denn so bescheuert sein?",1,1,1
110,"Die Spanne zwischen Arm und Reich geht immer weiter auseinander und du willst mir sagen, dass die das alles hart erarbeitet haben? Durch Lohndumping, Steuervorteile bei Bankgeschäften, Steuerschlupflöcher..... ist das erst in dem Maße möglich. Der Großteil der Reichen Erben gehen nicht arbeiten, weil sie von dem Geerbten Leben und trotzdem wird das Geld immer mehr. Das liegt daran, dass Arbeit wesentlich höher besteuert wird, als Kapitalanlagen. Beamte machen ein normalen Job, wie jeder andere auch. Deine Dramatologie in dem Bereich ist echt übertrieben und es geht NICHT um Neid, sondern um die Lösung von Problemen.",0,1,1
111,"Die Spanne zwischen ""arm"" und ""reich"" geht immer weiter auseinander und einige glauben, dass das alles hart erarbeitet ist? Durch Lohndumping, Steuervorteile bei Bankgeschäften, Steuerschlupflöcher..... ist das erst in dem Maße möglich. Der Großteil der Reichen Erben gehen nicht arbeiten, weil sie von dem Geerbten Leben und trotzdem wird das Geld immer mehr. Das liegt daran, dass Arbeit wesentlich höher besteuert wird, als Kapitalanlagen. Niemand will Reichtum verbieten, es geht lediglich darum, dass man Probleme lösen muss und das geht nur durch eine Umverteilung. Der Weg ist unumgänglich.",0,1,1
112,"@USER Ich sagte der ERBEN einfach mal lesen lernen, kann nicht so schwer sein.",1,0,0
113,"@USER Das ist das Einzige was kommt. Neid? Darum geht es nicht, das ist nicht mal ein Argument. Hier in unserem Land gibt es knapp 1/3 der Leute, die später in Altersarmut rutschen. Wir müssen es hinbekommen, dass JEDER im Alter ein Leben in Würde leben kann.",0,0,1
114,@USER Nur ist der Steuersatz ganz anders. 25% sind weniger als knapp 40%. Das Steuersystem ist ungerecht.,0,1,1
115,"@USER Es geht darum, dass die Leute, die das Geld anlegen und dadurch Geld machen 25% Steuern zahlen und ich knappe 40%. Warum sollte Arbeit höher besteuert sein?",0,0,1
